# lattitude, longitude, altitude meters, cumulative distance meters
-14.77865,132.90138,160.2437286,398040.750184
-14.77915,132.90264,162.4415436,398187.185689
-14.77979,132.90398,163.1552582,398347.874891
-14.78088,132.90572,160.4660339,398570.782688
-14.78208,132.90722,156.6338959,398780.099305
-14.78354,132.90863,154.6673279,399002.218405
-14.81392,132.93191,156.2505951,403206.422792
-14.81505,132.93283,156.0389099,403366.325767
-14.8162,132.93387,154.6881256,403536.180404
-14.81726,132.93492,153.1803741,403699.375755
-14.81832,132.93608,151.2573395,403870.961793
-14.81976,132.93785,151.8756256,404119.63989
-14.8209,132.93946,150.8789673,404334.165559
-14.82204,132.94131,150.1602936,404569.996878
-14.82305,132.94321,149.2635651,404803.077903
-14.82368,132.94454,151.0974426,404962.28553
-14.82461,132.94695,151.1232605,405241.222981
-14.82786,132.95695,145.5927887,406375.272833
-14.8284,132.95847,145.616272,406549.344592
-14.82897,132.95988,147.8599091,406713.626552
-14.82994,132.96196,145.4453735,406961.865111
-14.83108,132.964,145.7458344,407215.14923
-14.83243,132.96607,149.1665802,407483.556033
-14.83376,132.96784,153.1252594,407724.530488
-14.83562,132.96996,154.4313354,408032.269023
-14.83675,132.97109,152.2119904,408207.028404
-14.83806,132.97228,151.5887299,408400.882284
-14.85789,132.9883,144.121109,411198.526664
-14.85934,132.98951,143.9822083,411405.66948
-14.86061,132.99076,143.6676025,411600.582282
-14.86157,132.99187,141.9814301,411760.666364
-14.86251,132.99317,140.407135,411935.154471
-14.86292,132.99383,141.0921326,412019.475135
-14.87339,133.01284,147.8883057,414370.944866
-14.87406,133.01391,147.1193542,414507.961335
-14.87506,133.01523,147.0836334,414688.206267
-14.87606,133.01636,147.6985321,414852.862832
-14.92227,133.06604,138.0667877,422262.400837
-14.92596,133.06993,136.8681641,422848.098825
-14.92704,133.07072,138.0776367,422995.157769
-14.92803,133.07125,139.4370422,423119.096991
-14.92887,133.07157,138.9594879,423218.627585
-14.92997,133.07183,139.0662384,423344.091433
-14.93069,133.07192,138.9700165,423424.73359
-14.94447,133.07291,145.243988,424960.686859
-15.01614,133.08547,163.4728088,433043.420061
-15.0192,133.08583,159.6270905,433385.866117
-15.02169,133.08599,158.4383087,433663.274189
-15.02485,133.08599,162.024765,434014.650158
-15.02899,133.08568,162.5547485,434476.199391
-15.03232,133.08515,162.1777191,434850.827429
-15.03549,133.08443,162.2489929,435211.696003
-15.03858,133.0835,165.5701904,435569.508476
-15.04012,133.08294,167.0,435751.00113
-15.0427,133.08188,168.0,436059.6412
-15.0458,133.08036,168.6673126,436441.0372
-15.05175,133.07712,169.818924,437188.548513
-15.0539,133.07615,169.1156464,437449.322246
-15.05637,133.07517,172.6733093,437743.442877
-15.05795,133.07462,172.3087158,437928.7913
-15.06121,133.07369,169.9154205,438304.789868
-15.06444,133.07302,164.8668518,438671.083638
-15.06786,133.07254,157.8492126,439054.846837
-15.07051,133.07235,155.9790344,439350.218729
-15.07205,133.0723,154.2637482,439521.543041
-15.07405,133.07232,151.8235321,439743.943277
-15.0774,133.07254,152.9050293,440117.194461
-15.07972,133.07284,150.1129913,440377.169761
-15.08165,133.07316,151.507309,440594.508695
-15.08436,133.07377,151.5531311,440902.881808
-15.08549,133.07407,153.0,441032.594591
-15.09001,133.07547,147.5801086,441557.189593
-15.09239,133.07605,146.0,441829.060552
-15.09434,133.07639,144.2058868,442048.941667
-15.0969,133.07668,142.5080414,442335.298221
-15.09862,133.07676,142.1164093,442526.746236
-15.10043,133.07677,143.3293304,442728.011934
-15.1144,133.07608,144.0,444283.170122
-15.11611,133.07601,143.8692474,444473.461883
-15.1187,133.07601,145.7864838,444761.456727
-15.12196,133.07621,143.5912781,445124.587381
-15.12464,133.07654,142.9645996,445424.687784
-15.12675,133.07691,146.1281281,445662.646967
-15.12834,133.07727,145.0864105,445843.620714
-15.13113,133.078,143.4206085,446163.59747
-15.13507,133.07941,149.0619202,446627.111011
-15.14408,133.08348,157.1428375,447720.079085
-15.14695,133.08467,162.6078491,448063.819518
-15.14957,133.08565,167.1861725,448373.557127
-15.23197,133.11317,181.1641388,458000.179993
-15.23467,133.11394,184.8484802,458311.564862
-15.23704,133.11448,182.5534973,458581.389868
-15.25475,133.1176,170.4436951,460578.895775
-15.25739,133.11826,172.0,460880.868096
-15.2597,133.11901,171.2141876,461150.03426
-15.26159,133.11976,173.7918396,461375.066825
-15.26406,133.12093,174.533783,461677.037041
-15.30113,133.1415,184.2488861,466352.401477
-15.30303,133.14234,181.2036743,466582.079101
-15.41963,133.18072,181.0375214,480184.820642
-15.42106,133.18109,181.0203094,480348.700993
-15.49063,133.19547,189.8650665,488236.555478
-15.56001,133.20991,189.0923004,496104.851171
-15.56204,133.21044,188.2034607,496337.607025
-15.56378,133.21111,188.3974609,496543.968348
-15.56575,133.21199,189.2824097,496782.443057
-15.57067,133.21439,190.7914429,497386.91306
-15.57448,133.21636,188.4055023,497860.207864
-15.58821,133.22323,189.9855347,499554.989915
-15.59717,133.22759,185.766037,500655.301348
-15.60396,133.23104,185.7450562,501495.877455
-15.6052,133.23187,186.2543335,501659.928672
-15.60579,133.23238,184.8420715,501745.294035
-15.62264,133.249,180.8507843,504329.554611
-15.63277,133.25886,182.1285553,505873.44887
-15.64636,133.27194,187.7809601,507933.830025
-15.66189,133.28763,181.1000671,510343.025123
-15.66344,133.28912,180.4876556,510577.87521
-15.66482,133.29011,181.5476379,510764.373084
-15.66563,133.2906,181.8620605,510868.605816
-15.67968,133.29816,177.3267822,512628.106113
-15.68065,133.29876,176.2654877,512753.64339
-15.68168,133.29954,173.8982086,512895.383316
-15.68288,133.30066,174.0,513074.774508
-15.68379,133.30171,174.6859283,513226.017463
-15.68442,133.30257,174.9134827,513341.705618
-15.68497,133.30344,175.2054138,513453.127267
-15.68832,133.30928,179.7105408,514180.879769
-15.68939,133.31106,179.433075,514405.526996
-15.68975,133.31158,179.2055817,514474.092499
-15.69052,133.31253,179.4570618,514607.034157
-15.69128,133.31334,180.5717316,514728.114741
-15.69252,133.3144,181.628891,514906.685892
-15.69326,133.3149,180.0371399,515004.8472
-15.69441,133.31556,180.9484863,515150.941766
-15.70107,133.31845,184.2974548,515953.52185
-15.70193,133.31892,185.1483612,516061.576821
-15.70308,133.31969,184.7666931,516213.713739
-15.70442,133.32082,185.7361908,516405.632294
-15.70509,133.32152,186.0735321,516511.296688
-15.70593,133.32256,184.0,516656.615622
-15.70652,133.32342,184.0,516769.657852
-15.70724,133.32471,184.0,516929.273622
-15.71127,133.33363,180.9436951,517984.011188
-15.71203,133.33499,180.8512573,518152.337228
-15.71534,133.33957,182.8451996,518765.362227
-15.72583,133.35372,185.7724609,520677.022238
-15.72626,133.35419,185.887558,520746.425396
-15.72735,133.35518,185.6580963,520907.416068
-15.73923,133.36496,187.3652649,522592.853887
-15.75193,133.37551,187.5757294,524400.912889
-15.75336,133.37662,189.0,524599.394718
-15.75379,133.37688,188.8589783,524654.715447
-15.75476,133.37731,188.4677429,524771.981025
-15.75621,133.3777,187.2282104,524938.528061
-15.75761,133.37776,188.3016663,525094.333343
-15.76667,133.3769,189.2654572,526105.954355
-15.77037,133.3765,188.161377,526519.596262
-15.77215,133.37648,189.4138947,526717.53481
-15.77382,133.37662,188.70961,526903.833668
-15.805,133.38002,183.7331238,530389.925852
-15.80647,133.38027,182.4009094,530555.556416
-15.80728,133.38051,182.4467468,530649.213011
-15.8252,133.38791,189.1973877,532793.339964
-15.82872,133.38941,189.0997467,533216.363791
-15.8303,133.39032,190.5453491,533417.220252
-15.84571,133.40018,190.9755859,535429.345675
-15.84646,133.4006,190.2950745,535524.073645
-15.84753,133.40111,190.4476624,535654.96312
-15.84912,133.40166,191.9654083,535841.294751
-15.85675,133.40385,187.5619202,536721.457972
-15.87119,133.40862,186.850708,538406.222002
-15.8725,133.40897,187.0031738,538556.620609
-15.87396,133.40925,188.9607391,538721.704276
-15.88133,133.41049,188.9566345,539551.872621
-15.88531,133.41173,188.6887054,540013.871589
-15.8865,133.41229,187.713562,540159.116296
-15.88729,133.41284,187.2758636,540264.835266
-15.88832,133.41375,188.0062103,540415.131215
-15.88922,133.41489,188.5162506,540572.863292
-15.89037,133.41658,189.9768372,540794.264314
-15.89105,133.41743,189.9959106,540912.504617
-15.89189,133.41822,189.1236267,541038.450129
-15.89271,133.41882,189.1350861,541149.9452
-15.89397,133.41947,189.1863556,541306.347725
-15.89462,133.41971,189.6371155,541383.046457
-15.8956,133.41995,189.4285889,541494.999368
-15.89736,133.42012,188.3415375,541691.545082
-15.90086,133.4203,190.1455994,542081.203089
-15.90178,133.42043,190.3773499,542184.442771
-15.90234,133.42058,190.8938141,542248.744881
-15.90343,133.42098,189.6333008,542377.274232
-15.90413,133.42138,190.004364,542466.090047
-15.90461,133.42167,190.0,542527.819165
-15.90678,133.4233,192.218689,542825.486335
-15.90784,133.42384,191.9464569,542956.73853
-15.91783,133.42703,192.0,544118.772038
-15.92028,133.42793,193.0811005,544407.698412
-15.92574,133.43034,194.5399323,545067.249792
-15.93242,133.43321,194.0,545870.927505
-15.93453,133.43395,193.3412933,546118.53123
-15.93607,133.43439,193.8813934,546296.116427
-15.93727,133.43463,192.2647095,546431.995439
-15.93994,133.43501,192.7798309,546731.653109
-15.9414,133.4351,192.0,546894.282623
-15.94251,133.43511,191.0369873,547017.713626
-15.96433,133.43428,192.181488,549445.609097
-15.98466,133.4336,193.0819855,551707.370425
-15.98614,133.43354,192.658783,551872.063823
-15.9869,133.43344,193.0789948,551957.245336
-15.98763,133.43322,194.4625244,552041.755509
-15.98823,133.43295,194.552063,552114.447561
-15.98892,133.43252,193.8092346,552203.886739
-15.98955,133.43199,193.7774353,552293.981137
-15.99025,133.43114,194.4003296,552413.621687
-15.9907,133.43037,194.187851,552509.945419
-15.99184,133.42708,193.4116974,552883.768847
-15.99224,133.42614,193.6124268,552993.651277
-15.99279,133.4253,192.9390717,553102.289368
-15.99325,133.42483,192.1566772,553173.984692
-15.99359,133.42452,193.1094055,553224.257123
-15.99441,133.42394,193.7558746,553334.517432
-15.99497,133.42366,193.7115173,553403.605873
-15.99699,133.42288,192.8472748,553643.194147
-15.99749,133.42258,192.2987976,553707.376236
-16.00151,133.41983,195.1028748,554242.3656
-16.00283,133.41936,192.4004517,554397.501961
-16.01171,133.41732,192.2981873,555408.700693
-16.01275,133.41701,193.102005,555528.996341
-16.02495,133.41218,194.5944824,556980.473064
-16.02578,133.41192,195.1908722,557076.857128
-16.02634,133.41182,194.9981689,557140.036765
-16.02713,133.41179,194.2022858,557227.939264
-16.0278,133.41185,195.1755676,557302.715261
-16.02867,133.41207,195.2959595,557402.27107
-16.03854,133.41612,195.0,558582.028288
-16.03907,133.41628,195.0,558643.391971
-16.04536,133.41767,196.1091309,559358.407786
-16.04734,133.41806,197.0487976,559582.483608
-16.04822,133.41835,196.0856476,559685.125262
-16.04919,133.41883,197.6729889,559804.559753
-16.05013,133.41939,195.6566315,559925.001334
-16.05317,133.42141,198.0,560326.075059
-16.05879,133.42499,198.5359802,561058.784785
-16.0643,133.42858,197.6971436,561781.651582
-16.06732,133.4306,198.3757629,562180.844452
-16.06802,133.43104,198.7592773,562271.7778
-16.06874,133.43137,200.1845856,562359.259118
-16.06941,133.43157,200.0432281,562436.764124
-16.07008,133.4317,199.2497101,562512.54866
-16.07083,133.43176,198.928421,562596.190967
-16.08953,133.43434,196.0764008,564693.728534
-16.09099,133.43452,198.0211792,564857.208192
-16.09163,133.43453,198.1190643,564928.380926
-16.09213,133.4345,198.0753784,564984.070655
-16.09364,133.43418,199.062027,565155.420268
-16.09982,133.43253,200.2686615,565864.854479
-16.11456,133.42848,201.8548737,567560.012274
-16.11564,133.4283,201.0,567681.632506
-16.12235,133.42824,204.6289825,568427.777995
-16.16193,133.42811,205.0,572828.895096
-16.17548,133.42854,205.1512299,574336.286027
-16.17658,133.42853,206.4712219,574458.605065
-16.20072,133.42558,206.9153137,577161.272397
-16.2224,133.42458,207.107193,579574.341823
-16.22341,133.42445,206.4987946,579687.503145
-16.22401,133.42431,207.6533661,579755.873962
-16.22519,133.42385,207.1540985,579895.974308
-16.22603,133.42333,206.8330688,580004.632143
-16.22656,133.42292,206.8515778,580078.043835
-16.23657,133.41362,207.6666718,581569.600611
-16.25373,133.39563,209.7431488,584276.867148
-16.25418,133.39521,210.8653412,584344.053241
-16.25483,133.39473,211.0,584432.65046
-16.25578,133.39423,208.9163361,584551.004473
-16.2569,133.39383,209.0,584682.659504
-16.25974,133.3933,209.9972534,585003.481106
-16.27063,133.3914,210.4296265,586231.260961
-16.274,133.39086,211.8705597,586610.394972
-16.27875,133.38997,212.3748016,587147.045914
-16.30714,133.38489,219.0050049,590350.091664
-16.33169,133.38059,222.5632477,593118.225869
-16.33243,133.38051,223.2719116,593200.951836
-16.33387,133.38045,223.3593597,593361.200482
-16.3609,133.38054,229.5095673,596366.814691
-16.38552,133.38033,242.1581879,599104.525457
-16.38638,133.38028,242.3513336,599200.301764
-16.38852,133.38003,239.975708,599439.748762
-16.40363,133.37784,248.9802551,601136.067545
-16.40685,133.37767,250.6108856,601494.574128
-16.40852,133.37767,250.3106842,601680.269633
-16.41024,133.37776,250.5222626,601871.765637
-16.43154,133.37959,251.7637177,604248.246736
-16.43364,133.3799,251.0984497,604484.085087
-16.43574,133.38032,252.6213226,604721.851976
-16.43735,133.38072,254.2814636,604905.888502
-16.44056,133.38175,254.0760193,605279.345189
-16.44383,133.38311,258.2964478,605670.813201
-16.45373,133.38758,265.2339783,606870.424869
-16.455,133.38791,266.8111267,607015.961269
-16.46512,133.389,272.9440308,608147.241169
-16.46594,133.38905,272.0854492,608238.576721
-16.47527,133.38919,267.8641052,609276.132794
-16.47711,133.38908,269.5646057,609481.067386
-16.47869,133.38877,270.4762268,609659.837862
-16.4804,133.38818,271.6779175,609860.118043
-16.48733,133.3852,273.5768127,610693.63752
-16.51422,133.37349,275.0,613933.847208
-16.55654,133.35482,281.0,619043.150309
-16.55779,133.35433,280.6900635,619191.632028
-16.55895,133.35397,280.8526917,619326.204278
-16.55999,133.35373,280.233429,619444.642369
-16.56092,133.35356,281.0,619549.629048
-16.56215,133.35342,280.6230774,619687.210342
-16.56424,133.35339,281.0496216,619919.629732
-16.56507,133.35345,280.9622498,620012.142852
-16.56679,133.35369,281.4760742,620205.101058
-16.60486,133.36108,268.223114,624510.925665
-16.60619,133.36149,268.8436279,624665.133088
-16.62178,133.36752,267.5567017,626513.901951
-16.62361,133.36828,267.3232117,626732.908898
-16.6248,133.36885,266.3801575,626878.502384
-16.62697,133.37008,264.4768066,627153.087369
-16.62926,133.37167,263.0,627458.927631
-16.65619,133.3933,243.3303223,631237.437045
-16.67804,133.41097,231.1625671,634310.860237
-16.67877,133.41145,230.8917236,634406.792673
-16.67988,133.41198,231.8347473,634542.517017
-16.68171,133.41247,231.5030365,634752.59062
-16.68451,133.41304,233.9250336,635069.800791
-16.71881,133.41983,233.8211823,638951.740167
-16.7763,133.43063,236.5607147,645446.947039
-16.77741,133.43077,236.0448608,645571.270095
-16.77908,133.4308,239.4696655,645756.993094
-16.79147,133.43011,240.7608795,647136.655074
-16.91837,133.42282,244.0,661268.601212
-16.92076,133.42269,244.8113708,661534.716672
-16.92226,133.42274,244.0,661701.593862
-16.9259,133.42329,243.2569885,662110.5504
-16.93718,133.42522,243.8049011,663381.520451
-17.19662,133.46987,221.6069336,692617.754263
-17.20088,133.47058,222.0,693097.410899
-17.20349,133.47093,220.7321777,693390.00121
-17.20689,133.47118,220.1658478,693768.995404
-17.20922,133.47122,219.5527496,694028.114409
-17.21145,133.47117,219.4803009,694276.135959
-17.21387,133.471,218.1126404,694545.832805
-17.2175,133.47053,217.7460938,694952.545627
-17.21921,133.47023,217.0785522,695145.340238
-17.22132,133.46975,215.411911,695385.436505
-17.22336,133.4692,215.3890839,695619.674959
-17.22555,133.46853,213.8083038,695873.375843
-17.22869,133.46738,211.9642487,696243.274137
-17.23144,133.46617,211.0,696574.965841
-17.23325,133.46528,210.6669159,696797.319084
-17.24176,133.46047,209.9106293,697872.663945
-17.24466,133.45893,209.8767395,698234.230595
-17.24565,133.45846,209.804306,698355.100306
-17.24751,133.45766,211.0,698578.691758
-17.25034,133.45658,213.0,698913.621928
-17.25153,133.45618,212.6491699,699052.594624
-17.25402,133.45546,211.7993317,699339.83288
-17.2564,133.45488,209.7559052,699611.549246
-17.26399,133.45323,207.8262787,700473.513755
-17.30313,133.44489,237.894577,704914.850703
-17.30477,133.44462,239.9169464,705099.449381
-17.30839,133.44415,242.8707886,705505.055662
-17.33094,133.44141,240.8641968,708029.314527
-17.35599,133.43829,235.4111481,710834.363578
-17.35912,133.43799,232.7266998,711183.857031
-17.36283,133.43786,230.0483398,711596.62087
-17.36674,133.43797,226.8710632,712031.549736
-17.36994,133.43828,228.6478119,712388.891141
-17.3724,133.43864,229.0999603,712665.08571
-17.37437,133.43901,225.5967407,712887.631018
-17.37691,133.43959,220.087677,713176.695032
-17.38156,133.44099,213.487442,713714.672032
-17.38412,133.44195,214.5001373,714017.01067
-17.38606,133.44279,219.0037689,714250.419541
-17.3878,133.44359,227.5141144,714461.703096
-17.39049,133.44499,232.2453461,714795.67754
-17.46686,133.48954,245.7350616,724514.285212
-17.49179,133.50415,232.3955078,727690.063639
-17.4971,133.50731,228.1136932,728368.984182
-17.49908,133.50843,228.0,728619.145483
-17.51073,133.51529,226.4911804,730104.854816
-17.54007,133.53242,226.8159027,733838.859427
-17.54755,133.53684,226.0,734793.529002
-17.54858,133.5377,225.2574615,734939.92114
-17.54955,133.53884,225.3531189,735101.912975
-17.55167,133.54218,224.5271454,735527.30599
-17.55175,133.54224,224.5955658,735538.242108
-17.55505,133.54751,222.9241028,736206.677139
-17.55594,133.5488,222.6398926,736375.488463
-17.55926,133.55411,223.5501709,737048.678149
-17.55961,133.5546,221.9095917,737113.586475
-17.56486,133.56289,219.3185577,738168.646522
-17.56535,133.5636,219.8260193,738261.565097
-17.57475,133.57576,221.7832184,739921.132638
-17.57659,133.57812,220.4726715,740244.313141
-17.57739,133.57906,221.6061401,740377.886903
-17.57894,133.58062,220.8780518,740616.739622
-17.57992,133.58148,221.6439514,740758.814062
-17.58226,133.58328,224.1819458,741081.470832
-17.60419,133.59977,238.750412,744081.67921
-17.60596,133.60096,241.4996796,744315.438793
-17.60696,133.60151,241.9940186,744440.98684
-17.60849,133.60223,241.8555298,744627.445323
-17.61047,133.60292,242.3923187,744859.438737
-17.643,133.61338,248.5189362,748642.648702
-17.66701,133.62118,258.8956604,751437.435211
-17.66899,133.62168,262.0280457,751663.884773
-17.71675,133.63174,259.6340332,757080.42879
-17.72147,133.63278,258.0,757616.704432
-17.73554,133.63694,261.6730042,759242.075504
-17.75602,133.64314,259.1600342,761612.117421
-17.75886,133.64405,255.530899,761942.287183
-17.75998,133.64446,254.1482086,762074.176744
-17.76156,133.64517,253.4891663,762265.276571
-17.76267,133.64575,251.6355133,762403.140014
-17.76453,133.64685,253.5854797,762640.508598
-17.7654,133.64745,253.4241333,762756.246797
-17.76669,133.64844,253.7038269,762933.913458
-17.76861,133.65017,250.6695557,763215.229958
-17.76983,133.65141,249.2702637,763404.025454
-17.77448,133.65668,242.0546417,764164.779867
-17.77581,133.65826,237.4020691,764388.075276
-17.77699,133.65958,235.334137,764579.782272
-17.77818,133.66079,235.8714905,764763.96732
-17.77912,133.66162,234.6633148,764900.527712
-17.78074,133.66291,232.5569,765126.593575
-17.78226,133.66392,230.4701385,765326.601205
-17.78378,133.66483,228.482254,765521.152841
-17.78604,133.66591,229.6352234,765797.247376
-17.78777,133.6666,226.2221527,766003.020242
-17.81326,133.67414,229.636261,768947.647164
-17.86774,133.69074,249.3677216,775255.218851
-17.87193,133.69209,252.2057495,775742.539324
-17.87342,133.69267,253.9931641,775919.224371
-17.8753,133.69353,256.6812134,776147.223462
-17.8764,133.69409,259.2913208,776283.138619
-17.88312,133.69799,265.7761841,777136.770144
-17.88466,133.69883,266.6293945,777329.707283
-17.88568,133.69936,268.0685425,777456.235523
-17.88853,133.70067,270.4527283,777802.134141
-17.91738,133.71189,270.0317993,781222.737809
-17.91922,133.71249,269.9276733,781436.958378
-17.92075,133.7129,268.0972595,781612.529707
-17.92279,133.71334,268.3688354,781844.094803
-17.92474,133.71365,268.5300598,782063.391334
-17.92668,133.71384,267.101593,782280.044042
-17.92831,133.71392,264.0265503,782461.489266
-17.93399,133.71389,254.9754486,783093.084428
-17.96179,133.71364,261.9988403,786184.416512
-17.97174,133.7134,263.8790894,787291.097218
-17.97416,133.71317,266.8497925,787561.286329
-17.97533,133.71298,268.1129761,787692.927359
-17.97707,133.7126,270.0005188,787890.536955
-17.98067,133.7117,272.0554199,788302.000676
-17.98243,133.71133,271.2365417,788501.577863
-17.9837,133.71115,268.0,788644.072804
-17.98585,133.71099,270.1246643,788883.740043
-18.02371,133.71101,276.9841003,793093.580497
-18.02839,133.71106,279.4360657,793613.999608
-18.03018,133.71125,281.3169556,793814.049817
-18.13459,133.72613,288.418457,805529.970557
-18.13548,133.7262,286.4492188,805629.210098
-18.13676,133.72621,285.908844,805771.543536
-18.13837,133.7261,286.9159241,805950.944324
-18.15808,133.72324,287.2667236,808163.332569
-18.16065,133.72298,291.6647949,808450.420866
-18.16244,133.72289,291.9407959,808649.6868
-18.16651,133.72291,293.7025146,809102.255085
-18.16824,133.72302,296.0322266,809294.973015
-18.18068,133.72427,289.7162476,810684.527422
-18.1828,133.72453,285.477356,810921.855489
-18.18486,133.72488,287.600647,811153.882038
-18.20087,133.72809,300.3336182,812966.119759
-18.20354,133.72868,297.5917053,813269.48091
-18.21515,133.73175,300.5241394,814600.557377
-18.21796,133.73254,296.9624634,814923.964708
-18.21907,133.73295,299.8159485,815054.767428
-18.22003,133.73337,299.1580811,815170.365022
-18.22183,133.73431,299.5472107,815393.786891
-18.22421,133.7359,299.8905334,815707.216032
-18.22553,133.73698,297.9281311,815893.105019
-18.22634,133.73775,297.7467041,816014.455392
-18.22777,133.73925,296.8744507,816238.914281
-18.24192,133.75475,299.7269592,818509.43896
-18.24299,133.75577,296.0297241,818669.935554
-18.24415,133.75666,291.7831421,818829.533028
-18.2454,133.75743,286.878479,818990.565627
-18.31371,133.79186,263.6781616,827411.37759
-18.31506,133.79262,262.2849121,827581.584533
-18.32031,133.79609,261.3210144,828270.760383
-18.35712,133.82074,274.8834839,833120.755361
-18.35802,133.82168,278.0739136,833261.668575
-18.35861,133.82257,277.1817017,833376.238411
-18.36115,133.82854,276.9829102,834066.689767
-18.3615,133.82922,276.3085327,834148.326506
-18.36185,133.82975,278.3291626,834216.466841
-18.36259,133.83056,283.0185547,834335.117013
-18.36751,133.83454,305.3517151,835024.833393
-18.36793,133.83481,306.3913879,835079.541007
-18.36874,133.8352,309.6300659,835178.566714
-18.36921,133.83537,310.7952576,835233.821749
-18.39578,133.84413,314.6423035,838329.498969
-18.4148,133.85049,315.0878296,840548.325659
-18.42116,133.85251,321.8126831,841286.936945
-18.42388,133.85326,327.1868896,841599.565252
-18.42491,133.85351,327.6141968,841717.093387
-18.4266,133.85367,330.1453552,841905.769333
-18.4319,133.85398,321.8101807,842496.009101
-18.44647,133.85471,323.6383057,844117.948195
-18.44733,133.85478,323.8670959,844213.860477
-18.44822,133.855,321.256073,844315.508299
-18.44866,133.85515,322.0580139,844366.928801
-18.4495,133.85554,322.4495239,844468.990207
-18.45173,133.85684,320.2536011,844752.343653
-18.45239,133.85732,323.5339966,844841.502203
-18.4533,133.85828,322.1936951,844984.653205
-18.45423,133.85991,312.6948242,845185.284892
-18.45469,133.8606,307.0567017,845274.24033
-18.45518,133.86115,304.3647766,845353.827201
-18.45595,133.86179,302.4306946,845462.857901
-18.46039,133.8646,298.6020203,846038.694843
-18.4649,133.86717,299.3030396,846608.752898
-18.46611,133.86766,301.2218933,846752.882847
-18.46694,133.86787,302.5520325,846847.795072
-18.46772,133.86799,302.8730164,846935.445651
-18.46904,133.86801,302.2963257,847082.238126
-18.4761,133.86753,305.1651917,847868.904853
-18.47696,133.86752,305.0164795,847964.538254
-18.47781,133.8676,305.5617065,848059.429729
-18.48053,133.86822,310.7707214,848368.867091
-18.48132,133.86835,310.8280945,848457.774492
-18.4827,133.86839,314.164856,848611.281434
-18.48478,133.86822,324.5499878,848843.260667
-18.48544,133.86821,325.7113342,848916.656828
-18.48697,133.86841,328.0041809,849088.087476
-18.48778,133.86866,329.8009644,849181.934703
-18.4886,133.86899,331.8397522,849279.52999
-18.48933,133.86939,329.5151672,849371.008315
-18.49085,133.87038,328.5281067,849569.668655
-18.492,133.87097,326.0730591,849711.875806
-18.49283,133.87126,324.4253845,849809.102344
-18.49726,133.87223,323.1560974,850312.204
-18.49882,133.87264,321.9777222,850490.974829
-18.49972,133.87293,318.9992981,850595.618292
-18.5013,133.87354,321.250946,850782.711294
-18.50307,133.87435,318.3466187,850997.260678
-18.50466,133.87521,320.0941772,851195.960937
-18.50599,133.87606,316.1099243,851368.890214
-18.50793,133.87753,310.8383179,851634.522249
-18.51032,133.8796,307.8697815,851978.42168
-18.51883,133.88721,296.3798218,853219.093052
-18.51952,133.88778,294.6237488,853316.553557
-18.52129,133.88909,295.5135193,853556.998317
-18.5221,133.88961,293.5961609,853662.441008
-18.5236,133.89046,294.3397522,853851.785551
-18.53887,133.89826,308.6705322,855738.391623
-18.55428,133.90686,319.0001831,857676.967365
-18.5556,133.90753,318.8482056,857839.853486
-18.55894,133.90907,318.1692505,858245.173779
-18.56051,133.90987,310.3413696,858439.050718
-18.56164,133.91052,305.0177917,858582.168159
-18.56354,133.91173,300.0,858828.953941
-18.56529,133.913,297.6150513,859065.146094
-18.56692,133.91429,298.8572998,859291.730081
-18.57301,133.91931,307.7874756,860151.121692
-18.57397,133.91998,307.8225403,860279.114544
-18.57446,133.92026,310.055542,860341.079665
-18.57558,133.92083,309.3569641,860479.352331
-18.60863,133.93539,294.8873291,864461.848844
-18.61025,133.93617,292.9556274,864659.85213
-18.62506,133.94397,305.986969,866500.372378
-18.69185,133.97709,308.9942932,874705.898112
-18.69761,133.98002,310.9657898,875416.854811
-18.7273,133.99536,319.6517639,879092.333926
-18.74518,134.00384,306.6470337,881271.826217
-18.74622,134.00442,306.7817383,881402.604785
-18.74744,134.00527,307.6161499,881565.127222
-18.74818,134.00587,305.8067627,881668.867484
-18.74948,134.00718,305.7268066,881868.672368
-18.75003,134.00784,305.0,881961.244604
-18.75583,134.01596,307.7757568,883032.183866
-18.75625,134.01647,308.6306152,883103.349445
-18.75721,134.01751,308.5693054,883256.27253
-18.75841,134.01855,306.1144409,883428.884744
-18.75905,134.01901,304.256073,883514.966929
-18.76011,134.01966,305.4983215,883651.261388
-18.76077,134.02,306.7715454,883732.915347
-18.77403,134.02585,306.0,885330.828568
-18.77724,134.02719,308.6622009,885714.631243
-18.77892,134.02771,304.8622131,885909.294792
-18.7914,134.0308,299.4998169,887334.622872
-18.79272,134.03126,298.8621216,887489.181531
-18.79396,134.03188,300.5191345,887641.729646
-18.82212,134.04729,300.6519775,891168.153753
-18.83592,134.05476,308.8769226,892892.315022
-18.8777,134.07726,296.6089478,898106.556876
-18.88039,134.07873,292.0848083,898443.291334
-18.88334,134.08044,291.0,898817.414974
-18.88701,134.0828,286.598877,899295.10049
-18.88978,134.08477,290.2360535,899666.349825
-18.89322,134.08742,289.0617676,900139.678818
-18.89454,134.0885,290.7151794,900325.294248
-18.89731,134.09094,294.8464661,900726.24553
-18.89993,134.09343,292.9265747,901118.025216
-18.90203,134.09558,294.46698,901443.114895
-18.90332,134.09698,293.0502014,901648.702144
-18.90417,134.09824,291.7593689,901811.497828
-18.90482,134.09965,295.032074,901976.49808
-18.90721,134.10873,317.4640808,902967.959782
