# lattitude, longitude, altitude meters, cumulative distance meters
-27.11796,133.48992,376.7030029,1926399.47416
-27.11901,133.49143,376.9879761,1926589.12053
-27.12007,133.49308,378.2080994,1926790.51448
-27.12108,133.49478,376.1912537,1926992.80129
-27.12739,133.50586,381.8749695,1928294.60729
-27.12833,133.50741,382.0,1928480.22568
-27.12995,133.50983,378.3002319,1928779.89666
-27.13101,133.51125,377.7214661,1928963.30708
-27.13298,133.51366,371.2790222,1929287.13193
-27.13506,133.51589,370.4285278,1929606.80376
-27.1363,133.51709,368.5429688,1929788.77118
-27.13754,133.5182,368.9697571,1929965.05526
-27.13939,133.51972,366.8881531,1930219.88785
-27.14044,133.52052,365.4358215,1930360.94882
-27.14141,133.52122,365.4281921,1930489.13352
-27.14357,133.52263,365.0,1930766.8968
-27.14607,133.52404,365.1624756,1931077.92998
-27.14836,133.52515,366.0625,1931355.24238
-27.14999,133.52584,365.8312378,1931548.92174
-27.15197,133.52658,364.1766052,1931780.94285
-27.15331,133.52702,364.0,1931936.1735
-27.156,133.52774,363.9720459,1932243.6535
-27.17405,133.53158,355.9213257,1934286.35754
-27.17808,133.53249,354.5263977,1934743.42495
-27.18006,133.53299,355.4295349,1934969.07775
-27.18472,133.53429,351.7871094,1935502.96298
-27.18829,133.5354,351.1828003,1935914.83179
-27.19458,133.53763,345.7306824,1936648.20068
-27.19638,133.53833,343.6860352,1936859.98694
-27.20128,133.54042,343.6859741,1937442.73227
-27.20303,133.54121,341.6540527,1937652.42188
-27.20736,133.54332,339.1481934,1938177.16836
-27.21163,133.54559,339.9735718,1938702.36244
-27.21461,133.54727,342.1601257,1939073.03647
-27.21897,133.54993,342.0915833,1939624.60308
-27.22158,133.55164,340.4250183,1939960.48543
-27.2252,133.55413,341.0,1940432.33731
-27.25181,133.57371,333.1251526,1943968.19051
-27.25554,133.57662,332.3353882,1944472.93749
-27.26067,133.58089,330.437561,1945182.54235
-27.26422,133.58404,330.4605103,1945685.29848
-27.26771,133.5873,328.1661377,1946189.70234
-27.27035,133.58987,329.0,1946577.89857
-27.28196,133.60151,326.2340088,1948307.06419
-27.28653,133.60584,324.0,1948971.39217
-27.29046,133.60937,323.6508789,1949530.54424
-27.29423,133.61254,322.3928833,1950053.85802
-27.30049,133.6176,322.5723877,1950910.89759
-27.30174,133.61865,321.6960144,1951084.34248
-27.30356,133.62032,323.8119202,1951345.46177
-27.3045,133.62125,323.9397278,1951484.63368
-27.30633,133.62325,322.5830383,1951768.28221
-27.31004,133.62769,321.1835632,1952370.46678
-27.31173,133.62948,321.0355835,1952628.51786
-27.31411,133.63173,323.9441528,1952974.13601
-27.31627,133.6335,324.0917053,1953271.23228
-27.31814,133.63486,324.759491,1953518.7994
-27.3198,133.63595,324.0,1953732.49776
-27.39493,133.68424,304.7067261,1963351.9797
-27.39832,133.68661,303.3656006,1963795.64192
-27.40145,133.68899,301.7720032,1964215.56557
-27.40312,133.69037,301.223877,1964445.87379
-27.40545,133.6924,301.0,1964773.41424
-27.40924,133.69599,300.8977966,1965324.0409
-27.41076,133.69756,297.6973877,1965553.3539
-27.41538,133.70264,296.9584045,1966271.23416
-27.41703,133.70438,297.7172546,1966522.54953
-27.41813,133.70552,295.5459595,1966688.74933
-27.42148,133.70875,295.921875,1967179.05381
-27.42493,133.71185,296.5528259,1967669.75081
-27.42796,133.71438,293.2259216,1968089.11609
-27.43169,133.71726,293.0516968,1968591.92315
-27.43646,133.72058,290.3109131,1969215.3646
-27.43853,133.72192,288.8343506,1969480.82166
-27.44487,133.72574,288.0,1970280.25738
-27.44806,133.72787,289.1657715,1970692.56645
-27.44959,133.72895,286.6371155,1970893.31757
-27.45255,133.73121,287.0,1971290.88833
-27.45593,133.73405,284.6733093,1971759.6985
-27.45905,133.73691,285.645874,1972206.90373
-27.51172,133.78663,297.2217102,1979845.96058
-27.51571,133.79031,293.5670776,1980419.15338
-27.52044,133.7944,290.9209595,1981081.95394
-27.52415,133.79742,289.4156189,1981590.74838
-27.52648,133.79924,290.091156,1981905.91996
-27.56701,133.82909,286.1626892,1987288.41032
-27.5736,133.83388,288.690033,1988160.11873
-27.58649,133.84337,291.1331482,1989871.60755
-27.59842,133.8522,292.5073853,1991458.10134
-27.60243,133.85532,294.0029297,1991999.71331
-27.60557,133.85794,296.4087219,1992433.94637
-27.60888,133.86079,291.8483887,1992896.90094
-27.61218,133.86379,291.4514771,1993368.09531
-27.61644,133.86785,290.6924438,1993988.09777
-27.61979,133.87126,291.0813904,1994489.72972
-27.62241,133.87403,290.9591675,1994888.91864
-27.62691,133.87908,290.0,1995594.54263
-27.62977,133.88249,290.769043,1996057.13333
-27.63125,133.8843,290.2196655,1996299.77976
-27.63403,133.88785,292.0184326,1996766.53311
-27.637,133.89182,292.1245117,1997278.40195
-27.66484,133.92971,295.7227783,2002127.2101
-27.66668,133.93199,301.8357849,2002430.98389
-27.6683,133.93381,303.6341553,2002685.09799
-27.67005,133.93567,305.9049988,2002952.33822
-27.67236,133.93787,310.4293823,2003288.36559
-27.67388,133.93922,310.8817139,2003503.40062
-27.67738,133.94196,308.565094,2003976.96569
-27.67996,133.94372,300.911438,2004312.13358
-27.683,133.94556,297.3025818,2004695.66013
-27.68464,133.94644,301.2431641,2004897.55927
-27.688,133.94842,306.271637,2005318.98155
-27.69135,133.95062,311.1220703,2005749.88735
-27.69439,133.95285,313.9800415,2006152.96664
-27.69604,133.95393,315.2966614,2006365.02402
-27.69828,133.95525,319.2735291,2006645.96625
-27.7012,133.95678,324.5440979,2007003.89461
-27.70209,133.9573,324.8736877,2007115.31541
-27.70369,133.95838,324.3268127,2007322.57743
-27.70454,133.95904,324.6777039,2007437.27274
-27.70627,133.96055,318.2022095,2007680.38419
-27.70827,133.96251,316.9070435,2007974.81175
-27.71041,133.96486,315.0,2008306.68843
-27.71408,133.96951,310.8912354,2008919.93069
-27.7155,133.97117,307.8389893,2009147.16014
-27.71661,133.97236,307.2247009,2009317.32414
-27.71876,133.97445,305.3056641,2009632.72673
-27.72122,133.97657,309.4553833,2009976.77698
-27.72359,133.97832,309.4749756,2010291.61131
-27.7249,133.97919,312.0,2010460.58324
-27.72657,133.98021,313.9095459,2010671.68111
-27.72966,133.98184,316.803772,2011050.88399
-27.73872,133.98609,330.5610352,2012141.6961
-27.7405,133.98702,329.9687195,2012359.76072
-27.74233,133.98802,328.0775146,2012585.79642
-27.74419,133.98912,327.7992859,2012819.23674
-27.74765,133.99141,325.5557556,2013265.11457
-27.74969,133.99295,322.9619446,2013537.91834
-27.75192,133.99479,320.299469,2013844.95476
-27.7531,133.99581,318.4576721,2014010.15339
-27.75477,133.99736,316.051178,2014250.45816
-27.76526,134.0079,313.6235962,2015811.27763
-27.76759,134.00993,312.8939514,2016138.41431
-27.77011,134.01185,312.1804199,2016476.35545
-27.77187,134.01304,310.8203125,2016704.40717
-27.77483,134.01477,310.7978821,2017074.94901
-27.77679,134.01577,308.6568909,2017314.06804
-27.77843,134.01649,308.048645,2017509.70182
-27.78085,134.01743,304.2106323,2017794.24052
-27.78396,134.01838,301.6029968,2018152.46287
-27.7872,134.01906,301.8135681,2018518.89219
-27.78908,134.01935,301.2134094,2018729.87623
-27.79205,134.01963,296.6856384,2019061.27177
-27.79382,134.01968,293.5248718,2019258.14823
-27.79998,134.01962,296.0,2019943.1344
-27.80409,134.01967,301.8955383,2020400.17201
-27.80853,134.01998,304.9567566,2020894.8181
-27.81214,134.02041,306.5907288,2021298.45345
-27.81647,134.02113,308.6091919,2021785.10668
-27.82082,134.02214,303.2345886,2022278.89777
-27.82398,134.02298,302.4723206,2022639.85323
-27.83526,134.02673,296.035553,2023947.21466
-27.85712,134.0341,289.2668152,2026483.64266
-27.86075,134.0354,291.1994324,2026907.02912
-27.86797,134.03823,294.7778931,2027756.69082
-27.87515,134.04132,292.3347168,2028610.89502
-27.87852,134.04288,291.0374756,2029015.7798
-27.88369,134.04539,289.9363098,2029641.35635
-27.88916,134.04825,286.4726257,2030311.40254
-27.89362,134.0507,284.4679565,2030862.69336
-27.89697,134.05261,284.7611084,2031279.81614
-27.9038,134.05678,288.4687805,2032142.77946
-27.90702,134.05885,287.5130005,2032554.57244
-27.91022,134.061,287.6933899,2032968.38776
-27.91394,134.06358,286.0906372,2033453.53626
-27.91954,134.06766,285.2228088,2034194.11041
-27.9555,134.09561,277.8690186,2039044.61867
-27.95859,134.0979,276.9088135,2039455.28245
-27.96186,134.10009,277.5889282,2039877.74534
-27.96453,134.10174,275.756897,2040215.98269
-27.96679,134.10303,276.2827454,2040497.41248
-27.97011,134.10477,275.1498108,2040904.211
-27.97274,134.10603,275.540863,2041221.75466
-27.97642,134.10759,273.2324829,2041658.68876
-27.97902,134.10857,275.0,2041963.39195
-27.98055,134.10911,274.370575,2042141.59256
-27.98325,134.10997,275.8494873,2042453.46973
-27.98564,134.11065,276.7567749,2042727.48546
-27.98859,134.11139,275.1169739,2043063.46179
-27.99299,134.11226,276.0,2043560.12084
-27.9966,134.11279,280.8060608,2043964.89344
-27.99876,134.11303,278.6239319,2044206.22759
-28.00248,134.11331,279.8546448,2044620.78519
-28.00522,134.1134,279.1142578,2044925.58738
-28.00841,134.11339,279.158844,2045280.30055
-28.01071,134.1133,281.6495361,2045536.20146
-28.01353,134.1131,280.7818298,2045850.38524
-28.01591,134.11286,281.7563782,2046116.07581
-28.01862,134.1125,281.9624329,2046419.47913
-28.02168,134.11196,283.6305237,2046763.8397
-28.02487,134.11128,282.0,2047124.77695
-28.03956,134.10771,283.4310303,2048795.38973
-28.04245,134.10715,283.0682068,2049121.40892
-28.04412,134.10691,279.5533752,2049308.59225
-28.04789,134.1066,282.6571045,2049728.89959
-28.04931,134.10656,283.6406555,2049886.84519
-28.05176,134.10659,282.4178772,2050159.28867
-28.0547,134.10679,282.2085266,2050486.79035
-28.05679,134.10704,282.0,2050720.47898
-28.05921,134.10745,281.6514587,2050992.56163
-28.06234,134.10816,280.255249,2051347.50604
-28.06476,134.10886,281.0,2051625.22527
-28.06598,134.10927,280.0358276,2051766.72231
-28.06863,134.11028,281.7486572,2052077.60654
-28.06965,134.11072,282.3485718,2052198.96378
-28.07221,134.11193,283.0778503,2052507.387
-28.07345,134.11257,283.9559326,2052658.89353
-28.075,134.11344,284.0,2052851.22422
-28.07757,134.11506,283.9410095,2053178.21999
-28.07913,134.11614,284.1721802,2053381.48473
-28.08141,134.11786,282.5591736,2053686.03135
-28.08302,134.11921,283.0353699,2053908.7197
-28.08895,134.12468,282.2787476,2054758.86192
-28.09109,134.1264,282.0,2055050.568
-28.09259,134.12749,284.79953,2055248.69035
-28.09359,134.12814,285.2558594,2055376.86924
-28.09527,134.1292,287.5081177,2055590.66497
-28.09692,134.13013,288.0168762,2055795.56464
-28.09956,134.13142,288.0,2056115.22942
-28.10094,134.132,288.0,2056278.8851
-28.1034,134.13291,290.2086487,2056566.61922
-28.1053,134.13349,292.3067627,2056785.41478
-28.10678,134.13388,289.0,2056954.37046
-28.10993,134.13451,288.1019592,2057310.04303
-28.1126,134.13484,288.9029541,2057608.69246
-28.11583,134.135,286.1023254,2057968.1947
-28.11858,134.13494,283.4571228,2058274.03738
-28.12107,134.13471,280.8770752,2058551.83001
-28.12243,134.13452,279.7428284,2058704.19871
-28.142,134.13153,271.0,2060899.94644
-28.1444,134.13127,270.3136292,2061168.02909
-28.14772,134.13101,269.3531799,2061538.07535
-28.15101,134.13089,266.0,2061904.09578
-28.15531,134.13093,268.0,2062382.25004
-28.15697,134.13098,267.9281311,2062566.89874
-28.15938,134.13114,266.9743347,2062835.33718
-28.16277,134.13146,267.0,2063213.59107
-28.16531,134.13179,267.8756714,2063497.87278
-28.16863,134.13234,268.459198,2063870.95614
-28.17106,134.13283,266.9276123,2064145.39571
-28.17491,134.13374,267.6867065,2064582.69027
-28.17893,134.13488,267.0,2065043.44842
-28.18279,134.13617,269.0,2065490.89662
-28.18614,134.13744,267.7643738,2065883.64611
-28.18778,134.13813,266.5378113,2066078.14113
-28.21356,134.14921,274.9234314,2069143.49172
-28.21572,134.15004,274.4138184,2069397.06781
-28.21872,134.15106,275.151886,2069745.30174
-28.22157,134.15188,274.3597412,2070072.23286
-28.22314,134.15227,275.5230408,2070250.94169
-28.22544,134.15278,275.1464539,2070511.52544
-28.22765,134.15317,274.6464233,2070760.21896
-28.23042,134.15357,274.9419861,2071070.71181
-28.23336,134.15385,274.9440918,2071398.77373
-28.23735,134.15401,275.9613037,2071842.71827
-28.24519,134.15395,275.706665,2072714.50632
-28.25096,134.1541,276.5879211,2073356.26925
-28.25802,134.15457,275.4542847,2074142.65402
-28.26288,134.15507,274.1025085,2074685.27563
-28.26728,134.15567,275.0,2075178.04947
-28.27173,134.1564,275.0,2075678.00469
-28.31364,134.16378,278.2731018,2080393.87172
-28.31571,134.1642,279.0,2080627.68838
-28.31956,134.1651,279.0309448,2081064.75994
-28.32405,134.16633,278.2458496,2081578.33704
-28.32758,134.16743,275.9852295,2081985.3543
-28.33324,134.16947,273.0,2082645.6312
-28.33899,134.17174,271.7309875,2083322.50171
-28.34491,134.17384,271.1827087,2084012.11212
-28.34794,134.17482,269.8337402,2084362.41657
-28.35363,134.17648,268.3045044,2085015.63649
-28.35669,134.17728,269.9002686,2085364.78218
-28.36077,134.17826,273.7278748,2085828.48127
-28.37929,134.18237,269.6633606,2087926.70505
-28.38292,134.18312,270.9193115,2088336.95719
-28.3871,134.18385,268.5702515,2088807.20612
-28.39018,134.18431,265.9743347,2089152.63002
-28.39245,134.18459,263.5022888,2089406.52421
-28.39745,134.18507,267.9934082,2089964.47788
-28.40192,134.18533,274.3657532,2090462.16938
-28.40726,134.18544,270.2385559,2091056.04776
-28.42122,134.18541,272.8009338,2092608.33171
-28.42261,134.18545,273.5834961,2092762.94214
-28.42371,134.18555,275.0036011,2092885.64685
-28.42564,134.18588,276.0,2093102.66576
-28.42659,134.1861,277.4772034,2093210.46938
-28.42779,134.18647,278.0,2093348.72168
-28.42959,134.18715,275.0,2093559.62896
-28.43143,134.18804,274.2314148,2093781.96763
-28.43294,134.18895,274.0,2093971.99319
-28.43461,134.19015,273.9580078,2094191.65411
-28.43536,134.19077,273.0028992,2094294.75673
-28.4366,134.1919,271.8003845,2094471.44718
-28.44048,134.19565,275.5489502,2095037.64434
-28.44203,134.19691,274.7070007,2095249.49909
-28.44329,134.19775,272.2602844,2095411.90233
-28.44424,134.19828,270.5267334,2095529.56295
-28.44574,134.19896,267.8885193,2095709.11752
-28.44655,134.19926,266.7088623,2095803.84097
-28.44852,134.1998,263.6796875,2096029.16734
-28.45028,134.20006,263.4437256,2096226.51433
-28.45134,134.20012,262.4417419,2096344.52681
-28.45304,134.20008,263.2286377,2096533.59864
-28.45504,134.19978,265.8605652,2096757.91412
-28.4561,134.19951,266.2421875,2096878.70018
-28.46012,134.19818,269.0396118,2097344.22914
-28.46196,134.19773,268.9431763,2097553.50349
-28.46379,134.19745,268.7981567,2097758.82279
-28.46537,134.19734,268.0125122,2097934.83949
-28.46709,134.19734,267.7953186,2098126.09475
-28.46914,134.19755,267.7185974,2098354.96676
-28.47114,134.19796,270.0057068,2098580.93882
-28.47235,134.1983,270.425354,2098719.52835
-28.47414,134.19895,270.0,2098928.46151
-28.48849,134.20535,266.6293335,2100642.33539
-28.49056,134.20646,263.8010864,2100896.79118
-28.49334,134.20817,258.3532715,2101248.19326
-28.49518,134.20947,264.9195862,2101489.02624
-28.49707,134.21094,265.8684082,2101743.59046
-28.49854,134.21223,268.7286987,2101950.01119
-28.50091,134.21453,268.4586182,2102296.37029
-28.50265,134.21643,268.1626892,2102564.52256
-28.5055,134.21976,263.1986389,2103018.73735
-28.50705,134.22134,268.3924866,2103250.12672
-28.50876,134.22294,269.6756592,2103496.29084
-28.50953,134.2236,269.0,2103603.48095
-28.51092,134.22473,270.8945007,2103793.42857
-28.51273,134.22609,270.9711609,2104034.60272
-28.51468,134.22739,271.0976257,2104285.89787
-28.51669,134.22858,272.0,2104537.83367
-28.54095,134.24131,284.0,2107508.29085
-28.54205,134.24195,283.6305237,2107645.65566
-28.54386,134.24312,283.2864075,2107877.10324
-28.54515,134.24406,283.8144836,2108047.41473
-28.547,134.24554,281.2055359,2108298.84097
-28.54884,134.2472,279.3444519,2108559.89744
-28.54992,134.24826,278.0,2108718.45712
-28.55122,134.24966,277.9351807,2108917.43994
-28.55253,134.25121,277.3206787,2109127.52987
-28.55384,134.25294,277.0,2109350.62037
-28.55475,134.25424,277.8688049,2109512.97927
-28.55837,134.25992,280.1803894,2110198.38172
-28.55937,134.26137,281.0,2110378.43474
-28.56004,134.26226,281.5882568,2110492.91482
-28.56139,134.26387,282.9329834,2110710.30372
-28.56298,134.26553,283.2485962,2110950.18065
-28.56379,134.26628,284.5723572,2111066.27196
-28.5652,134.26746,285.0877075,2111260.85236
-28.56611,134.26814,285.8483887,2111381.88515
-28.56781,134.26928,285.1881409,2111601.26437
-28.57029,134.27083,283.4659119,2111915.83927
-28.57171,134.27178,282.236084,2112098.97296
-28.57382,134.27332,279.3044434,2112377.65335
-28.57651,134.27552,277.559082,2112745.92175
-28.5787,134.27755,276.928833,2113059.91832
-28.57968,134.27852,276.334259,2113204.29987
-28.5813,134.28025,274.1133728,2113451.25138
-28.58317,134.28242,276.0,2113748.12313
-28.5846,134.28425,276.6589966,2113987.31385
-28.58595,134.28611,277.0152283,2114222.93416
-28.58772,134.28869,276.1948853,2114542.61327
-28.58898,134.29031,278.1588745,2114753.91516
-28.59026,134.29163,277.4160156,2114945.92541
-28.59115,134.29243,277.5264893,2115071.99977
-28.59184,134.29298,278.0,2115165.64949
-28.59317,134.29389,276.2398376,2115338.17498
-28.59436,134.29457,275.8411865,2115486.2182
-28.59519,134.29497,275.774353,2115586.43247
-28.59658,134.29552,276.0209961,2115750.0554
-28.60057,134.29681,277.9432983,2116211.25186
-28.60372,134.29809,276.374054,2116583.13891
-28.60626,134.29933,278.5753479,2116890.42247
-28.60755,134.30003,280.4546509,2117049.30945
-28.60979,134.30138,279.9850769,2117331.10138
-28.61203,134.30291,280.210907,2117621.52494
-28.61321,134.3038,279.0,2117778.89021
-28.61446,134.3048,279.0,2117948.73665
-28.61589,134.30603,280.0,2118147.9832
-28.6185,134.30852,275.259552,2118526.5347
-28.61981,134.30992,274.9963074,2118726.26577
-28.62141,134.31178,272.014801,2118980.45748
-28.62358,134.3146,269.910675,2119346.49684
-28.62529,134.31714,270.6921082,2119658.93339
-28.62679,134.31964,268.8460693,2119954.49966
-28.62847,134.32285,269.8288269,2120319.26613
-28.62959,134.3253,271.2593689,2120588.87416
-28.63043,134.3274,274.0,2120814.11249
-28.63129,134.32978,274.5831299,2121065.31118
-28.63247,134.33351,273.6464233,2121452.27443
-28.63321,134.33556,270.1344604,2121668.60756
-28.63404,134.3375,270.0,2121879.23991
-28.63507,134.33958,267.969635,2122112.31812
-28.63616,134.34149,268.4025879,2122334.66198
-28.64222,134.3506,273.0,2123450.22291
-28.64267,134.35132,272.4432068,2123536.48237
-28.64362,134.35315,270.6338196,2123743.97022
-28.64431,134.35489,271.4471436,2123930.30001
-28.6446,134.35574,273.1730652,2124019.29556
-28.64481,134.35643,274.0281677,2124090.56371
-28.64518,134.35796,276.4162903,2124245.43423
-28.64544,134.35955,276.2620239,2124403.26504
-28.64595,134.36361,277.1307373,2124803.49719
-28.64645,134.3659,273.5834045,2125033.77757
-28.64711,134.36802,272.6189575,2125253.28664
-28.64802,134.37022,273.7418213,2125490.6209
-28.64849,134.37116,274.7011108,2125596.19177
-28.64963,134.37314,271.8175659,2125827.27485
-28.65089,134.37491,267.8052673,2126049.67296
-28.65159,134.3758,267.2929688,2126166.29509
-28.65323,134.37754,267.1386414,2126415.4588
-28.65545,134.37954,268.45578,2126730.13506
-28.65656,134.38073,268.1226807,2126899.59491
-28.65724,134.38156,269.4188232,2127010.3925
-28.65821,134.38291,269.0,2127180.64195
-28.65921,134.38463,269.9993896,2127381.96147
-28.6596,134.38542,270.0,2127470.4049
-28.66023,134.3869,271.5115967,2127630.90556
-28.66058,134.38787,271.9949036,2127733.23886
-28.66096,134.38914,270.629364,2127864.15983
-28.66135,134.39085,271.7220154,2128036.5489
-28.66188,134.39405,272.4786377,2128354.28601
-28.66211,134.3952,272.5369263,2128469.36881
-28.66283,134.39802,270.4879456,2128755.925
-28.66353,134.40011,269.171814,2128974.19349
-28.66451,134.40249,267.5313721,2129230.70217
-28.66558,134.40463,269.2766724,2129471.01521
-28.66633,134.40595,268.1480103,2129624.44604
-28.66788,134.40832,267.5128784,2129912.84156
-28.6715,134.41365,271.1609192,2130570.43946
-28.67232,134.41505,272.1876526,2130734.66216
-28.6732,134.41682,274.0566711,2130933.14004
-28.67382,134.41833,274.480957,2131095.78762
-28.67414,134.41923,277.2937927,2131190.52624
-28.6746,134.42077,275.4072571,2131349.23413
-28.67612,134.42721,273.8344421,2131999.83947
-28.67669,134.42922,272.4567871,2132205.91626
-28.67728,134.4309,273.5553284,2132382.45265
-28.67776,134.4321,273.9215393,2132511.11201
-28.67901,134.43471,274.8355408,2132801.19643
-28.68028,134.43686,274.9095154,2133054.04616
-28.6815,134.43861,276.4165649,2133272.09892
-28.68282,134.44026,275.8888855,2133489.9322
-28.68467,134.4422,277.1291504,2133769.45108
-28.68598,134.44339,278.6272278,2133955.71278
-28.68748,134.44455,279.1593628,2134157.26558
-28.71041,134.45991,245.7530823,2137114.52667
-28.7122,134.46117,244.8280182,2137348.44108
-28.7134,134.46208,246.06604,2137508.69192
-28.71598,134.46419,245.3298645,2137861.7392
-28.71747,134.46553,247.3734894,2138072.75092
-28.71932,134.46735,252.9607849,2138344.44261
-28.7215,134.46974,252.8598633,2138680.71291
-28.72401,134.47285,252.6382446,2139092.86131
-28.72797,134.47843,256.1954041,2139792.8207
-28.73026,134.48137,256.3632812,2140176.25231
-28.73229,134.48361,255.0,2140490.34716
-28.73474,134.48598,254.4058838,2140847.5805
-28.73727,134.48807,255.15242,2141194.95278
-28.73876,134.48918,257.8622742,2141392.84759
-28.74038,134.49029,257.4689331,2141602.99253
-28.74258,134.49169,257.29953,2141883.1243
-28.74387,134.49257,257.9959412,2142050.26549
-28.74554,134.4938,256.6328735,2142271.31442
-28.74734,134.49529,257.9498291,2142518.62242
-28.76259,134.50863,232.2695312,2144655.57666
-28.76459,134.51032,235.3813629,2144932.33298
-28.76674,134.51203,234.6578217,2145223.77049
-28.76885,134.51363,237.3468781,2145505.49492
-28.77198,134.51588,236.0390015,2145916.86608
-28.7765,134.51888,240.5025635,2146498.33193
-28.78136,134.52175,238.8400879,2147106.83729
-28.79403,134.5287,233.0251312,2148670.02518
-28.79574,134.52977,231.1779327,2148886.88009
-28.79635,134.53021,231.0944214,2148967.12395
-28.79739,134.53108,231.8673248,2149110.51234
-28.79917,134.53288,233.4121704,2149374.97217
-28.80081,134.53514,233.9996796,2149660.89226
-28.80173,134.53673,233.5788879,2149846.54833
-28.80209,134.53745,233.6646881,2149927.32148
-28.80285,134.53928,232.3706055,2150124.64604
-28.80518,134.54585,231.8321533,2150815.24846
-28.80571,134.54706,232.1300049,2150947.05476
-28.80649,134.54858,230.7895203,2151118.68368
-28.80697,134.54935,231.7518768,2151210.75663
-28.8077,134.5504,231.9434814,2151341.35292
-28.80885,134.55184,231.9287415,2151531.18687
-28.80951,134.55256,232.5216675,2151632.71071
-28.81071,134.55368,232.6377869,2151805.08377
-28.81203,134.5547,231.8035736,2151982.3399
-28.81278,134.55521,230.1894531,2152079.41675
-28.8217,134.56066,230.1647491,2153204.45337
-28.82677,134.56408,236.2909698,2153859.30128
-28.82982,134.56636,239.4659729,2154264.70176
-28.83186,134.56793,244.2830048,2154538.27989
-28.83591,134.57135,248.3377228,2155098.44722
-28.83936,134.57448,255.7434387,2155588.46542
-28.84105,134.57618,254.4092102,2155838.92955
-28.84257,134.57791,251.6125793,2156077.59341
-28.84339,134.57893,249.3624725,2156212.44118
-28.84447,134.58045,248.9887695,2156403.07128
-28.84587,134.58272,248.1349792,2156673.47277
-28.84733,134.58558,249.0140228,2156995.88446
-28.84937,134.59057,250.3889618,2157532.21956
-28.85069,134.5935,246.2820282,2157853.11908
-28.85162,134.59527,244.8882599,2158054.14318
-28.85282,134.59729,238.5595398,2158291.85734
-28.85355,134.59841,236.9364014,2158427.82408
-28.85537,134.60089,229.3251953,2158742.9285
-28.85651,134.60224,227.7089844,2158925.55984
-28.86722,134.61416,213.9840088,2160588.60079
-28.86825,134.61521,213.7343445,2160742.13127
-28.87023,134.61708,211.6521759,2161027.84264
-28.87233,134.61881,212.6184998,2161315.77398
-28.8738,134.61993,212.2847748,2161512.27207
-28.8756,134.62116,208.6623077,2161745.51942
-28.87671,134.62185,209.8248596,2161886.04663
-28.88119,134.62447,209.677063,2162445.71921
-28.88527,134.62714,209.5735931,2162968.59586
-28.88722,134.62852,215.0498505,2163223.67838
-28.89038,134.63093,217.6654205,2163646.19146
-28.89423,134.63415,227.4647064,2164176.79538
-28.89678,134.63648,231.1631165,2164539.90729
-28.89808,134.63774,233.0888214,2164729.48916
-28.90123,134.64097,231.4004059,2165200.18301
-28.90381,134.64385,231.8472595,2165601.30607
-28.90792,134.64869,232.4449158,2166257.67969
-28.91,134.65109,230.9672394,2166586.41675
-28.91079,134.65193,231.9473114,2166706.42439
-28.91155,134.6527,231.9779053,2166819.38024
-28.91287,134.6539,231.3928986,2167006.96086
-28.91451,134.65526,230.8196106,2167232.30086
-28.91652,134.65672,230.0622711,2167497.15381
-28.91782,134.65756,229.6278076,2167663.22634
-28.91925,134.65839,230.0,2167841.57937
-28.93398,134.66598,225.3784485,2169638.34382
-28.93741,134.66789,225.27771,2170062.62233
-28.94026,134.66966,223.6915741,2170423.31023
-28.94299,134.67151,222.7728271,2170776.23685
-28.94503,134.673,223.744751,2171045.45088
-28.95079,134.67743,218.6438599,2171817.47509
-28.95165,134.67803,219.0871277,2171929.51443
-28.95281,134.67879,222.2559204,2172078.19368
-28.95418,134.6796,224.1607971,2172249.7095
-28.95559,134.68035,222.9694824,2172422.6441
-28.95721,134.68111,222.0063477,2172617.36586
-28.95998,134.68218,215.8034058,2172942.49276
-28.96137,134.6826,211.9479065,2173102.36391
-28.96404,134.68326,208.3624878,2173406.11859
-28.96543,134.6835,207.8752899,2173562.43318
-28.96691,134.68368,209.1203003,2173727.93076
-28.96863,134.68381,215.1976624,2173919.60374
-28.9766,134.68413,219.9809723,2174806.37385
-28.97899,134.6843,219.6128693,2175072.64371
-28.98317,134.68479,221.8237,2175539.87593
-28.98569,134.68521,222.0831757,2175823.04947
-28.98688,134.68545,220.3003693,2175957.41478
-28.9881,134.68577,221.980484,2176096.5974
-28.98988,134.68632,221.0,2176301.6262
-28.99174,134.68704,222.0616608,2176519.98275
-28.99279,134.68751,222.2492218,2176645.3673
-28.99436,134.68832,222.1053467,2176836.89559
-28.9957,134.68912,225.7151337,2177004.98837
-28.99721,134.69013,226.0,2177199.51559
-28.99826,134.69092,225.4168243,2177339.28243
-28.99906,134.6916,225.0821838,2177450.128
-28.99998,134.69248,226.616394,2177583.50585
-29.00127,134.69394,227.0,2177785.33822
-29.00242,134.69554,226.5987549,2177986.74309
-29.00321,134.69687,225.0204926,2178143.09611
-29.00403,134.69852,223.0,2178327.6548
-29.00434,134.69927,223.3460693,2178408.32707
-29.00493,134.70094,224.4623108,2178583.48306
-29.00662,134.70703,227.6632843,2179204.82124
-29.00722,134.70888,227.3648071,2179396.70011
-29.00815,134.71101,227.6917877,2179628.21342
-29.00928,134.71297,226.9822693,2179856.50376
-29.00988,134.71385,227.5639496,2179965.01281
-29.01089,134.71514,229.0899353,2180133.38459
-29.01174,134.71606,228.5175934,2180263.52634
-29.01258,134.71687,227.7863922,2180385.70781
