-1.634247,0.05502751,0.07425786
-1.474889,0.05365872,0.07633693
-1.474987,0,0.07486951
-2.110423,0.1548627,0.09405533
-2.110459,0.1692518,0.1025028
-1.95213,0.1947083,0.1034716
-1.952098,0.1778534,0.09507956
-1.952067,0.1567265,0.08786553
-2.110387,0.136878,0.08680341
-1.872772,0.1861026,0.09534594
-1.872749,0.1637474,0.08827728
-1.952067,0.1567265,0.08786553
-2.347105,0.1147646,0.09967222
-2.4257,0.09248278,0.09893679
-2.4257,0.09905845,0.1078887
-1.39609,0.2972426,0.20955
-1.394386,0.2972063,0.20955
-1.394486,0.283615,0.1707356
-1.713799,0.2299884,0.1117875
-1.713799,0.2404243,0.1215373
-1.634123,0.2445312,0.1202048
-1.315813,0.2955328,0.20955
-1.314591,0.2955067,0.20955
-1.314681,0.2806835,0.1705764
-1.314731,0.2720688,0.152876
-1.314681,0.2806835,0.1705764
-1.235046,0.2747347,0.1705922
-1.1557,0.2335349,0.1213668
-1.1557,0.2296331,0.1187249
-1.235142,0.2413784,0.1200526
-1.1557,0.2127401,0.1072867
-1.1557,0.2118703,0.106992
-1.235173,0.2248577,0.1087581
-1.1557,0.1916401,0.1001398
-1.1557,0.1872743,0.09866112
-1.235235,0.186198,0.09556939
-1.1557,0.2127401,0.1072867
-1.235173,0.2248577,0.1087581
-1.1557,0.2226042,0.1139656
-1.1557,0.2335349,0.1213668
-1.235142,0.2413784,0.1200526
-1.1557,0.2355868,0.123909
-1.1557,0.25437,0.1502058
-1.1557,0.2497254,0.1414266
-1.235111,0.2548249,0.1349836
-1.235111,0.2548249,0.1349836
-1.1557,0.2497254,0.1414266
-1.1557,0.2458442,0.1366178
-1.235111,0.2548249,0.1349836
-1.1557,0.2458442,0.1366178
-1.1557,0.2439597,0.1342829
-1.1557,0.2654131,0.1710796
-1.1557,0.255413,0.1521773
-1.235079,0.2655286,0.1522011
-1.1557,0.2824253,0.2060402
-1.1557,0.2697594,0.179295
-1.235046,0.2747347,0.1705922
-1.235046,0.2747347,0.1705922
-1.1557,0.2697594,0.179295
-1.1557,0.269182,0.1782035
-1.394386,0.2972063,0.20955
-1.315813,0.2955328,0.20955
-1.394486,0.283615,0.1707356
-1.394486,0.283615,0.1707356
-1.315813,0.2955328,0.20955
-1.314681,0.2806835,0.1705764
-1.394486,0.283615,0.1707356
-1.314681,0.2806835,0.1705764
-1.394591,0.2663094,0.1382692
-1.394591,0.2663094,0.1382692
-1.314681,0.2806835,0.1705764
-1.314731,0.2720688,0.152876
-1.1557,0.2840875,0.20955
-1.1557,0.2824253,0.2060402
-1.235059,0.2907118,0.20955
-1.235059,0.2907118,0.20955
-1.1557,0.2824253,0.2060402
-1.235046,0.2747347,0.1705922
-1.235059,0.2907118,0.20955
-1.235046,0.2747347,0.1705922
-1.23571,0.2907662,0.20955
-1.23571,0.2907662,0.20955
-1.235046,0.2747347,0.1705922
-1.314681,0.2806835,0.1705764
-1.23571,0.2907662,0.20955
-1.314681,0.2806835,0.1705764
-1.284934,0.2948751,0.20955
-1.284934,0.2948751,0.20955
-1.314681,0.2806835,0.1705764
-1.314591,0.2955067,0.20955
-1.1557,0.255413,0.1521773
-1.1557,0.25437,0.1502058
-1.235079,0.2655286,0.1522011
-1.235079,0.2655286,0.1522011
-1.1557,0.25437,0.1502058
-1.235111,0.2548249,0.1349836
-1.235079,0.2655286,0.1522011
-1.235111,0.2548249,0.1349836
-1.314781,0.2620707,0.1365545
-1.314781,0.2620707,0.1365545
-1.235111,0.2548249,0.1349836
-1.314829,0.2496977,0.1223541
-1.314781,0.2620707,0.1365545
-1.314829,0.2496977,0.1223541
-1.394643,0.2549817,0.1247847
-1.394643,0.2549817,0.1247847
-1.314829,0.2496977,0.1223541
-1.394693,0.2413815,0.1138199
-1.394643,0.2549817,0.1247847
-1.394693,0.2413815,0.1138199
-1.47454,0.2451534,0.1163205
-1.47454,0.2451534,0.1163205
-1.394693,0.2413815,0.1138199
-1.474584,0.2310542,0.1073118
-1.47454,0.2451534,0.1163205
-1.474584,0.2310542,0.1073118
-1.554393,0.2333816,0.1091818
-1.554393,0.2333816,0.1091818
-1.474584,0.2310542,0.1073118
-1.554424,0.2170057,0.1011578
-1.554393,0.2333816,0.1091818
-1.554424,0.2170057,0.1011578
-1.634154,0.2175871,0.1022129
-1.793377,0.2339516,0.1224709
-1.713799,0.2404243,0.1215373
-1.793364,0.2244984,0.1125353
-1.793364,0.2244984,0.1125353
-1.713799,0.2404243,0.1215373
-1.713799,0.2299884,0.1117875
-1.793364,0.2244984,0.1125353
-1.713799,0.2299884,0.1117875
-1.793351,0.2110108,0.1034156
-1.793404,0.2489562,0.1441431
-1.793432,0.2606921,0.1716694
-1.713799,0.2569934,0.1434682
-1.713799,0.2569934,0.1434682
-1.793432,0.2606921,0.1716694
-1.713799,0.2696167,0.171536
-1.713799,0.2569934,0.1434682
-1.713799,0.2696167,0.171536
-1.634092,0.2628999,0.1425429
-1.634092,0.2628999,0.1425429
-1.713799,0.2696167,0.171536
-1.63406,0.2765499,0.1713757
-1.634092,0.2628999,0.1425429
-1.63406,0.2765499,0.1713757
-1.554301,0.2665327,0.1413632
-1.554301,0.2665327,0.1413632
-1.63406,0.2765499,0.1713757
-1.554237,0.2813243,0.1711864
-1.554163,0.2927778,0.20955
-1.554237,0.2813243,0.1711864
-1.633941,0.2859532,0.20955
-1.633941,0.2859532,0.20955
-1.554237,0.2813243,0.1711864
-1.63406,0.2765499,0.1713757
-1.633941,0.2859532,0.20955
-1.63406,0.2765499,0.1713757
-1.636564,0.2857288,0.20955
-1.636564,0.2857288,0.20955
-1.63406,0.2765499,0.1713757
-1.713799,0.2696167,0.171536
-1.636564,0.2857288,0.20955
-1.713799,0.2696167,0.171536
-1.710764,0.2793813,0.20955
-1.793377,0.2339516,0.1224709
-1.793404,0.2489562,0.1441431
-1.713799,0.2404243,0.1215373
-1.713799,0.2404243,0.1215373
-1.793404,0.2489562,0.1441431
-1.713799,0.2569934,0.1434682
-1.713799,0.2404243,0.1215373
-1.713799,0.2569934,0.1434682
-1.634123,0.2445312,0.1202048
-1.634123,0.2445312,0.1202048
-1.713799,0.2569934,0.1434682
-1.634092,0.2628999,0.1425429
-1.634123,0.2445312,0.1202048
-1.634092,0.2628999,0.1425429
-1.554332,0.2571478,0.129088
-1.554332,0.2571478,0.129088
-1.634092,0.2628999,0.1425429
-1.554301,0.2665327,0.1413632
-1.554332,0.2571478,0.129088
-1.554301,0.2665327,0.1413632
-1.474453,0.2677297,0.1399258
-1.474453,0.2677297,0.1399258
-1.554301,0.2665327,0.1413632
-1.554237,0.2813243,0.1711864
-1.474453,0.2677297,0.1399258
-1.554237,0.2813243,0.1711864
-1.474362,0.2837501,0.1709665
-1.415898,0.2976645,0.20955
-1.39609,0.2972426,0.20955
-1.474362,0.2837501,0.1709665
-1.554163,0.2927778,0.20955
-1.55143,0.2930116,0.20955
-1.554237,0.2813243,0.1711864
